County,Date,pH,Mg,Cu,Co
Wexford,January 2006,13.6455100982,0.8319896991,0.0727059585,0.4290311582
Wexford,March 2004,13.5420159927,0.1409064566,0.0358715561,0.1162402151
Wexford,February 2000,11.8865078163,1.4576123312,0.0405369644,3.9305761154
Wexford,March 1975,3.2048665111,1.2795277893,0.0335196143,2.9652922908
Wexford,November 2015,4.7422373316,0.6654411003,0.0416392957,3.7085642188
Wexford,October 2016,5.6891815842,1.0323027685,0.0216017934,3.529827449
Wicklow,July 1991,13.5339933469,0.5531393338,0.0894545821,2.6005443386
Wicklow,March 1995,2.2186946104,0.1570765832,0.0446938022,4.248410681
Wicklow,August 1992,2.2311710617,0.3401820838,0.0055644514,4.2063835609
Wicklow,June 2002,9.6643260943,1.1036803812,0.0559419093,0.2066769298
Wicklow,June 1979,12.3218233583,0.6656797617,0.0758860585,0.889145747
Wicklow,October 1970,5.2466925755,1.4738615868,0.0828436632,1.3468217586
Wicklow,December 2000,13.6131175769,0.8309424914,0.0592329136,3.0885628065
Wicklow,September 1999,7.2184673541,1.4760091338,0.0009208222,2.9037760758
Wicklow,March 1979,4.7417367845,0.201440077,0.0913714203,0.3341050795
Wicklow,November 2018,8.4183903755,0.2383453509,0.054409011,2.168041862
Wicklow,January 2013,7.1861895216,0.9716318141,0.0858507721,0.8889686131
Wicklow,June 1989,5.9155838031,0.7563184936,0.0532086666,0.4390102366
Wicklow,November 1996,5.6433260494,0.3157899602,0.0500560952,4.8759103276
Wicklow,August 1984,11.9187103331,1.0594144549,0.0145311477,4.2542226095
Wicklow,August 2002,11.3375647072,0.2030799678,0.0494696201,0.1566877003
Wicklow,December 2016,9.6550807901,0.6757960385,0.0728353693,2.0984172466
Wicklow,July 1983,5.3755126694,0.2322507595,0.000620897,2.6040240478
Wicklow,October 2013,13.7576649851,0.3022807664,0.0795095964,4.2339511388
Wicklow,April 1972,11.9485237015,1.4122315664,0.0799728615,4.4786877808
Wicklow,August 2012,5.1397958674,1.4615994022,0.0733965924,1.712985658
Wicklow,March 1991,3.4288658499,1.0009341646,0.00682907,2.0766657927
Wicklow,October 1980,8.07148361,0.080166843,0.0721963677,3.4038205166
Wicklow,July 1995,12.549264208,0.8247467894,0.0130449252,0.6178877201
Wicklow,March 1993,7.8996219218,0.9150113816,0.0295715196,4.1913538725
Wicklow,June 1977,10.1034609536,0.073182917,0.0055636329,3.515778726
Wicklow,April 1997,2.4159858585,0.301293813,0.0213546421,1.9381216083
Wicklow,July 1985,12.0798403073,1.4735638839,0.0681571874,0.4493788239
Wicklow,July 1993,13.957231943,0.617345848,0.0917920663,1.3169079016
Wicklow,October 1991,2.4377021986,0.7779412428,0.0960650507,1.4367535526
Wicklow,October 2013,12.6446232825,0.020249421,0.0045588676,3.6107860134
Wicklow,March 2010,6.6471624535,0.3726694397,0.0892653644,0.2970222468
Wicklow,February 1972,12.331334862,0.9951826786,0.0817924822,1.7137362605
Wicklow,February 1987,10.485372286,0.9570967013,0.0160336362,1.5544745145
Wicklow,December 2001,10.2410088026,0.2933839489,0.0032304095,4.7245291087
Longford,July 2005,4.8561055305,0.7480928496,0.049165893,3.8016477975
Longford,July 1977,7.546648966,0.7320953594,0.09395216,0.1067365504
Longford,July 2006,3.9686598517,1.4642143853,0.0406732992,4.9418018167
Longford,August 1985,9.6520220032,0.938985722,0.0305613799,1.6921297811
Longford,April 2004,8.3892732908,0.8612467447,0.0718394852,1.4409199521
Longford,September 2018,4.3345700995,1.312511938,0.0279230599,2.3134084733
Longford,March 1971,13.4817021,0.0938983406,0.0918087248,0.1544402335
Longford,March 2015,9.5581927201,0.536712882,0.0617330645,2.1366446055
Longford,December 2013,9.8598200651,1.0814997098,0.0782316763,3.4774614331
Longford,January 2010,2.3732566835,1.0613921782,0.0291838039,3.7871793217
Longford,August 1976,4.5289356422,1.4634245746,0.0776755288,4.4665951311
Longford,March 1997,12.2547078779,1.3601198215,0.0853395978,4.2734900083
Longford,November 1985,10.6162164208,1.4349483791,0.0443330804,4.065660368
Longford,November 1994,13.093800828,0.0223799238,0.0718477968,1.7426243365
Longford,March 2015,10.4117658439,1.2712926017,0.0708825229,3.346920688
Longford,October 1971,11.764267696,0.2430062962,0.0909110751,1.4299736141
Longford,July 1982,4.2113566566,0.7290868214,0.074254108,4.3067453575
Longford,January 2000,8.5958778502,1.1715810867,0.0834916214,1.6815575296
Longford,June 2016,1.3529766278,0.5884489454,0.0380229285,3.8782196994
Longford,September 2017,6.2307747883,0.9711028822,0.0532403072,0.1891406059
Longford,June 2012,3.9194100155,1.3702977831,0.0073283633,3.5095128803
Longford,February 1981,0.9231449569,0.5687299007,0.0082784571,2.68694653
Longford,June 2006,0.6571419836,1.2091343689,0.0690826535,2.9916136804
Longford,June 2006,0.9358972586,1.0408944184,0.0209625233,0.9824942186
Longford,July 2011,9.9718017273,0.5681227084,0.0133835928,3.5442169918
Longford,April 2014,12.9625102669,0.0299733269,0.092876025,4.9855021448
Longford,March 2006,12.5183267431,0.7611657239,0.0131434206,1.422125728
Longford,December 2000,1.4882956395,1.0214191179,0.0615074131,0.1561012867
Longford,January 2006,13.6455100982,0.8319896991,0.0727059585,0.4290311582
Longford,March 2004,13.5420159927,0.1409064566,0.0358715561,0.1162402151
Longford,February 2000,11.8865078163,1.4576123312,0.0405369644,3.9305761154
